track_id;track_name;track_popularity;track_number;album_id;album_name;album_img;album_type;album_label;album_track_number;album_popularity;artist_num;artist_names;artist_id;artist_name;artist_img;artist_followers;artist_popularity;artist_genres;rank;week;collab;explicit;release_date;danceability;energy;key;mode;time_signature;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration;pivot;streams;track_index
04DwTuZ2VBdJCCC5TROn7L;In the Name of Love;21;2;75kX486cBBkuaLkZGjBptl;The Martin Garrix Collection;https://i.scdn.co/image/ab67616d0000b273923db3f255cd48a6d5783ebf;compilation;Epic Amsterdam;2;14;2;Martin Garrix, Bebe Rexha;60d24wfXkVzDSfLS6hyCjZ;Martin Garrix;https://i.scdn.co/image/ab6761610000e5eb66d17ee8690d2e8d94ee7387;15633727;77;dance pop, dutch edm, edm, electro house, pop, pop dance, progressive house, tropical house;16;1/6/2017;TRUE;FALSE;2017-04-21;0.49;485;4;0;4;-6.237;0.0406;0.0592;0;337;196;133.889;195840;0;13936848;16
04DwTuZ2VBdJCCC5TROn7L;In the Name of Love;21;2;75kX486cBBkuaLkZGjBptl;The Martin Garrix Collection;https://i.scdn.co/image/ab67616d0000b273923db3f255cd48a6d5783ebf;compilation;Epic Amsterdam;2;14;2;Martin Garrix, Bebe Rexha;64M6ah0SkkRsnPGtGiRAbb;Bebe Rexha;https://i.scdn.co/image/ab6761610000e5ebabfac786f093c4da55c99d4e;7638715;84;dance pop, pop, post-teen pop;16;1/6/2017;TRUE;FALSE;2017-04-21;0.49;485;4;0;4;-6.237;0.0406;0.0592;0;337;196;133.889;195840;1;13936848;16
4Km5HrUvYTaSUfiSGPJeQR;Bad and Boujee (feat. Lil Uzi Vert);12;4;2AvupjUeMnSffKEV05x222;Culture;https://i.scdn.co/image/ab67616d0000b273cf9b68115dcb2a222c252f00;album;Quality Control Music;4;8;2;Migos, Lil Uzi Vert;6oMuImdp5ZcFhWP0ESe6mG;Migos;https://i.scdn.co/image/ab6761610000e5ebf4593f7b778219838d858c34;12596174;77;atl hip hop, hip hop, pop rap, rap, trap;17;1/6/2017;TRUE;TRUE;2017-04-07;926;666;11;1;4;-5.314;244;0.0611;0;123;168;127.079;343150;0;13030993;17
4Km5HrUvYTaSUfiSGPJeQR;Bad and Boujee (feat. Lil Uzi Vert);12;4;2AvupjUeMnSffKEV05x222;Culture;https://i.scdn.co/image/ab67616d0000b273cf9b68115dcb2a222c252f00;album;Quality Control Music;4;8;2;Migos, Lil Uzi Vert;4O15NlyKLIASxsJ0PrXPfz;Lil Uzi Vert;https://i.scdn.co/image/ab6761610000e5eb30122c0d3ead72f96bb5ee93;13895151;86;melodic rap, philly rap, rap, trap;17;1/6/2017;TRUE;TRUE;2017-04-07;926;666;11;1;4;-5.314;244;0.0611;0;123;168;127.079;343150;1;13030993;17
4pLwZjInHj3SimIyN9SnOz;Side To Side;0;5;4lVR2fg3DAUQpGVJ6DciHW;Dangerous Woman;https://i.scdn.co/image/ab67616d0000b2737227f5854239a059af211d5b;album;Universal Music Group;5;0;2;Ariana Grande, Nicki Minaj;66CXWjxzNUsdJxJ2JdwvnR;Ariana Grande;https://i.scdn.co/image/ab6761610000e5ebcdce7620dc940db079bf4952;84118189;89;dance pop, pop;18;1/6/2017;TRUE;TRUE;2016-05-20;648;738;6;0;4;-5.883;247;0.0408;0;292;603;159.145;226160;0;12802756;18
4pLwZjInHj3SimIyN9SnOz;Side To Side;0;5;4lVR2fg3DAUQpGVJ6DciHW;Dangerous Woman;https://i.scdn.co/image/ab67616d0000b2737227f5854239a059af211d5b;album;Universal Music Group;5;0;2;Ariana Grande, Nicki Minaj;0hCNtLu0JehylgoiP8L4Gh;Nicki Minaj;https://i.scdn.co/image/ab6761610000e5eb6a8e5e8752d1dc2dafa63f20;26346906;87;dance pop, hip pop, pop, queens hip hop, rap;18;1/6/2017;TRUE;TRUE;2016-05-20;648;738;6;0;4;-5.883;247;0.0408;0;292;603;159.145;226160;1;12802756;18
3EmmCZoqpWOTY1g2GBwJoR;Just Hold On;63;1;6NomK9f7zRLOuScvAyI1XX;Just Hold On;https://i.scdn.co/image/ab67616d0000b27322e2ce2de8bad6d67ee69b48;single;Ultra Records, LLC;1;50;2;Steve Aoki, Louis Tomlinson;77AiFEVeAVj2ORpC85QVJs;Steve Aoki;https://i.scdn.co/image/ab6761610000e5eb7c4240b7951da248f3404e42;3696983;74;dance pop, edm, electro house, pop dance, pop rap, tropical house;19;1/6/2017;TRUE;FALSE;2016-12-10;647;932;11;1;4;-3.515;0.0824;0.00383;1.5e-06;0.0574;374;114.991;198774;0;12713391;19
3EmmCZoqpWOTY1g2GBwJoR;Just Hold On;63;1;6NomK9f7zRLOuScvAyI1XX;Just Hold On;https://i.scdn.co/image/ab67616d0000b27322e2ce2de8bad6d67ee69b48;single;Ultra Records, LLC;1;50;2;Steve Aoki, Louis Tomlinson;57WHJIHrjOE3iAxpihhMnp;Louis Tomlinson;https://i.scdn.co/image/ab6761610000e5ebe169df750e95452a1de99692;6451979;70;pop, post-teen pop;19;1/6/2017;TRUE;FALSE;2016-12-10;647;932;11;1;4;-3.515;0.0824;0.00383;1.5e-06;0.0574;374;114.991;198774;1;12713391;19
1qOLh0tI7trd1zdDKxYZTe;Starving;0;6;3Nuw6arrA8kVwhIvyGbiku;HAIZ;https://i.scdn.co/image/ab67616d0000b273612495ee5769c99125031be2;single;Universal Music Group;6;0;3;Hailee Steinfeld, Grey, Zedd;5p7f24Rk5HkUZsaS3BLG5F;Hailee Steinfeld;https://i.scdn.co/image/ab6761610000e5eba961383967f3a3a54e794a15;8124904;73;dance pop, pop, post-teen pop, uk pop;20;1/6/2017;TRUE;TRUE;2016-07-15;636;633;4;1;4;-4.23;126;371;0;102;512;99.721;181880;0;11678776;20
1qOLh0tI7trd1zdDKxYZTe;Starving;0;6;3Nuw6arrA8kVwhIvyGbiku;HAIZ;https://i.scdn.co/image/ab67616d0000b273612495ee5769c99125031be2;single;Universal Music Group;6;0;3;Hailee Steinfeld, Grey, Zedd;4lDBihdpMlOalxy1jkUbPl;Grey;https://i.scdn.co/image/ab6761610000e5ebf95d757415d11b4a0c5fef85;69490;66;pop edm;20;1/6/2017;TRUE;TRUE;2016-07-15;636;633;4;1;4;-4.23;126;371;0;102;512;99.721;181880;1;11678776;20
